id,name,neighborhood_overview,host_id,host_name,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
40176413,Luxurious historical mansion 🎯top location/parking,Super centraal gelegen herenwoning aan de Grote Markt van Antwerpen. Alle bezienswaardigheden op wandelafstand.,4563513,Rayes,t,3,3,t,t,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.22121,4.40235,Entire townhouse,Entire home/apt,8,,3 baths,3,3,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Pack \u2019n Play/travel crib"", ""Fire extinguisher"", ""Baby safety gates"", ""Dishwasher"", ""Garden or backyard"", ""Hangers"", ""Essentials"", ""Indoor fireplace"", ""Free parking on premises"", ""Children\u2019s books and toys"", ""TV"", ""Heating"", ""Microwave"", ""Dishes and silverware"", ""Bathtub"", ""High chair"", ""Long term stays allowed"", ""Dryer"", ""Wifi"", ""Washer"", ""Room-darkening shades"", ""Smoke alarm"", ""Stove"", ""Fireplace guards"", ""First aid kit"", ""Hot water"", ""Oven"", ""Ethernet connection"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Pocket wifi"", ""Crib"", ""Air conditioning"", ""Extra pillows and blankets"", ""Private entrance"", ""Coffee maker"", ""Window guards"", ""Cable TV"", ""Children\u2019s dinnerware"", ""Baby bath"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$175.00 ,1,365,1,1,1125,1125,1,1125,t,0,0,0,212,24,18,0,99,10,10,10,10,10,10,t,3,3,0,0,1.79
40219162,"City Centre Studio:  enjoy art, fashion & dining","Located at the famous ‘Vogeltjesmarkt' you can enjoy this light, comfy and retro studio apartment with beautiful view from the 4th floor. <br />The recently renovated square hosts Antwerp's most cosy markets on weekends, and is the centre of the theatre district with the beautiful “Bourla theatre”, the “Arenberg”, the “Stadsschouwburg”, the Opera and of course the famous “Rubenshuis” all within a short walk, and -of course - lovely cafés, terraces and restaurants.<br />A few minutes away you can find yourself right at the historical centre with the Grote Markt, the Groenplaats and the cathedral, but also in the city's major shopping streets: the Meir, the Huidevettersstraat or de Keyserlei. The botanical garden and the city park are less than 5 minutes walking. The fashion and art & antique neighborhood “Het Zuid” (the South) is at walking distance through the historical city centre.",40455656,Alain,t,0,0,t,t,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,51.2133,4.40957,Entire apartment,Entire home/apt,2,,1.5 baths,1,1,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Wifi"", ""Smoke alarm"", ""First aid kit"", ""EV charger"", ""Hot water"", ""Oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Private entrance"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace""]",$55.00 ,2,1125,2,2,1125,1125,2,1125,t,28,58,88,363,3,3,1,100,10,10,10,10,10,9,f,1,1,0,0,0.25
40229216,I invite you to my apartment is very nice,,250873785,Isabella,f,1,1,t,t,,Brederode,51.20159,4.39135,Private room in apartment,Private room,2,,1 bath,2,1,"[""Hangers"", ""Hot water"", ""Lock on bedroom door"", ""Wifi"", ""Essentials"", ""Iron"", ""Fire extinguisher"", ""Smoke alarm"", ""Heating"", ""Carbon monoxide alarm"", ""TV"", ""Private entrance""]",$100.00 ,3,5,3,3,5,5,3,5,t,27,57,87,87,0,0,0,,,,,,,,f,1,0,1,0,
40271527,"Perfect Location, location, location","Our apartement is just a step away from ""Het Eilandje"", or so called “The Little Island,” <br />A few years ago, the city of Antwerp started a successful re-development of the old harbor district known as the legendary Schipperskwartier” <br />Today this neighborhood is a cozy place with a rich history and a limited well-kept and traffic-free tolerance zone for the oldest profession.<br />The city of Antwerp won the prize for the broad yet precise way in which it approached the red light district in recent years, both socially and spatially. <br />In the past decade, the harbor area has gone from scruffy maritime wasteland to foodie haven and museum central. Ask any local what prompted the change, and they’ll most likely point you to the MAS, a remarkable sandstone-colored construction.   Today, the district boasts waterfront cafés, lofts and another successful museum, The Red Star Line, dedicated to the eponymous Antwerp cruiser company and the millions of emigrants it carried oversea",311077135,Cornelia,f,0,0,t,f,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,51.22526,4.40592,Entire apartment,Entire home/apt,2,,1 bath,1,1,"[""Kitchen"", ""Refrigerator"", ""Shampoo"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Host greets you"", ""TV"", ""Heating"", ""Dishes and silverware"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Stove"", ""Elevator"", ""Hot water"", ""Bed linens"", ""Iron"", ""Paid parking on premises"", ""Hair dryer"", ""Private entrance"", ""Coffee maker"", ""Cooking basics"", ""Patio or balcony"", ""Dedicated workspace""]",$90.00 ,2,30,2,2,1125,1125,2,1125,t,1,1,1,1,5,4,0,96,10,9,10,10,10,10,f,1,1,0,0,0.41
40295291,Friday Market,"The Vrijdagmarkt has several cafes, including the Roscam downstairs, and is situated between the fashion shop district and the historic centre's main attractions. The cathedral and 'Grote Markt' are 5 mins walk away.",292259483,Jacqueline,t,0,0,t,t,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.21861,4.39787,Entire apartment,Entire home/apt,4,,1 bath,1,2,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Bathtub"", ""Shower gel"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Hot water"", ""Oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Pocket wifi"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Lockbox"", ""Coffee maker"", ""Cooking basics"", ""Dedicated workspace""]",$75.00 ,2,1125,2,2,1125,1125,2,1125,t,21,51,81,81,32,31,4,99,10,10,10,10,10,10,f,1,1,0,0,2.51
40307290,Ruime slaapkamer,Je zit in het centrum van Antwerpen. Dus alle leuke plekken zijn op loopafstand.,311392782,Alfonso,f,0,0,t,f,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.2202,4.39756,Private room in apartment,Private room,2,,1 bath,1,1,"[""Washer"", ""Kitchen"", ""Shampoo"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Hangers"", ""Essentials"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Smoke alarm"", ""Heating"", ""Wifi""]",$50.00 ,2,30,2,2,30,30,2,30,t,30,60,90,90,0,0,0,,,,,,,,t,1,0,1,0,
40318379,Mooie studio in het centrum van Antwerpen,"Vlakbij de Kathedral ,de Meir, de Wilde Zee , de Groenplaat, gezellige restaurantjes cafés ...",311536216,Zaven,f,2,2,t,f,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,51.22327,4.40466,Entire apartment,Entire home/apt,2,,1 bath,,2,"[""Kitchen"", ""Dishes and silverware"", ""Refrigerator"", ""Smoke alarm"", ""Stove"", ""Dedicated workspace"", ""Elevator"", ""Fire extinguisher"", ""Hot water"", ""Hangers"", ""Essentials"", ""Cooking basics"", ""TV"", ""Microwave"", ""Paid parking off premises"", ""Wifi""]",$70.00 ,1,1125,1,1,1125,1125,1,1125,t,29,59,89,364,9,7,0,80,10,10,9,9,10,9,t,2,2,0,0,0.72
40328827,Duplex in city centre for expats and companies,"our house is perfect located between central station, central park and historic city centre. The diamond district and exchange are very close.",60219699,Eugene,f,25,25,t,t,"Antwerpen, Vlaanderen, Belgium",Stadspark,51.20663,4.41413,Entire apartment,Entire home/apt,5,,1.5 baths,1,0,"[""Private entrance"", ""Carbon monoxide alarm"", ""Hangers"", ""Pack \u2019n Play/travel crib"", ""Smoke alarm"", ""Stove"", ""Hot water"", ""Wifi"", ""Cleaning before checkout"", ""Hair dryer"", ""Oven"", ""Refrigerator"", ""Paid parking off premises"", ""Bathtub"", ""Long term stays allowed"", ""First aid kit"", ""Bed linens"", ""Cable TV"", ""Luggage dropoff allowed"", ""Lockbox"", ""Shampoo"", ""Dedicated workspace"", ""Heating"", ""Cooking basics"", ""TV"", ""Fire extinguisher"", ""Paid parking on premises"", ""Washer"", ""Essentials"", ""Microwave"", ""Kitchen"", ""Iron"", ""Dishes and silverware""]",$48.00 ,28,1125,28,28,1125,1125,28,1125,t,29,59,89,364,0,0,0,,,,,,,,f,23,23,0,0,
40334325,Luxurious flat in central location,,311556587,Xander,f,1,1,t,f,,Zurenborg,51.20989,4.42298,Entire apartment,Entire home/apt,2,,1 bath,,2,"[""Kitchen"", ""Shampoo"", ""Smoke alarm"", ""Dishes and silverware"", ""Refrigerator"", ""Dedicated workspace"", ""Elevator"", ""Private entrance"", ""Coffee maker"", ""Hot water"", ""Free street parking"", ""Hangers"", ""Essentials"", ""Microwave"", ""Cooking basics"", ""TV"", ""Heating"", ""Wifi""]",$56.00 ,3,5,3,3,5,5,3,5,t,23,53,83,83,1,0,0,100,10,10,10,10,10,10,f,1,1,0,0,0.08
40358946,The studio,,46918022,Evi,f,5,5,t,t,,Amandus - Atheneum,51.22712,4.42371,Entire apartment,Entire home/apt,2,,1.5 baths,,1,"[""Kitchen"", ""Shampoo"", ""Smoke alarm"", ""Dishes and silverware"", ""Stove"", ""Refrigerator"", ""Fire extinguisher"", ""Private entrance"", ""Hot water"", ""Bed linens"", ""Hangers"", ""Essentials"", ""Shower gel"", ""Cooking basics"", ""TV"", ""Heating"", ""Wifi""]",$36.00 ,1,60,1,1,1125,1125,1,1125,t,4,19,46,225,27,23,0,83,9,9,10,9,9,8,t,6,3,3,0,2.04
40365085,Unique apartment in historic Antwerp mansion,"This stylish mansion is located in the heart of historic Belgium, an ideal base to explore the charming city of Antwerp. Located just a few steps away from the Shopping District, cosmopolitan restaurants, bars, top tourist attractions and museums.<br /><br /><br />Antwerp’s famous shopping street – Meir: 3 minute walk / 200 meters<br />Grote Markt: 7 minute walk / 500 meters<br />Rubens House Museum: 6 minute walk / 500 meters<br />St James church: 3 minute walk / 200 meters<br />AP hoge school: 3 minute walk / 200 meters<br />Cathedral of Our Lady Antwerp: 6 minute walk 400 meters<br />Antwerp opera house: 10 minutes<br /><br />City-bicycles and scooters can be hired nearby.<br /><br />THE CITY OF ANTWERP – VOTED TOP DESTINATION OF 2018 BY LONELY PLANET<br />From chocolates and beer to diamonds and world-class shopping, experience the best of Belgium. A charming city hosting Belgium's biggest port, fashionable hotspots, diamond districts and an amazing night life, this city is a memor",85495091,Eliezer,t,1,1,t,t,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,51.22084,4.40699,Entire apartment,Entire home/apt,14,,2 baths,4,9,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Waterfront"", ""Keypad"", ""Free parking on premises"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Shower gel"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Stove"", ""Elevator"", ""Free street parking"", ""Hot water"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Paid parking on premises"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Private entrance"", ""Cable TV"", ""Cooking basics"", ""Smoke alarm""]",$395.00 ,1,1125,1,1,1125,1125,1,1125,t,1,1,1,1,6,5,0,100,10,10,10,10,10,9,t,3,3,0,0,0.47
40367956,Private studio in the centre of Antwerp. max 3p.,Center of Antwerp. Everything is in walking distance.,44834170,Leni,t,4,4,t,t,"Antwerpen, Vlaanderen, Belgium",Amandus - Atheneum,51.21983,4.41644,Entire apartment,Entire home/apt,3,,1 bath,,2,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Pack \u2019n Play/travel crib"", ""Hangers"", ""Essentials"", ""Children\u2019s books and toys"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Shower gel"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Wifi"", ""First aid kit"", ""Stove"", ""Elevator"", ""Hot water"", ""Oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Iron"", ""Hair dryer"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Coffee maker"", ""Children\u2019s dinnerware"", ""Cooking basics"", ""Smoke alarm""]",$39.00 ,2,150,2,2,1125,1125,2,1125,t,20,50,80,344,13,12,1,94,9,9,10,9,10,9,t,3,3,0,0,1
40372249,Spacious room & terrace with a view over Antwerp,"- 100m Delhaize supermarket, open from 8:00 to 20:00<br />- 350m Dageraadplaats with a wide range of restaurants and bars<br />- 1200m Central station <br />- 1400m Antwerp Berchem station",28761498,Carol,f,2,2,t,t,"Antwerpen, Vlaanderen, Belgium",Borgerhout Intra Muros Zuid,51.21043,4.42876,Private room in apartment,Private room,2,,1.5 baths,1,1,"[""Stove"", ""Lock on bedroom door"", ""Oven"", ""Extra pillows and blankets"", ""Shower gel"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Washer"", ""Coffee maker"", ""Patio or balcony"", ""Heating"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Dishes and silverware"", ""Indoor fireplace"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Dryer"", ""Iron"", ""Ethernet connection"", ""Shampoo""]",$65.00 ,2,21,2,2,1125,1125,2,1125,t,30,60,90,270,4,2,0,95,10,10,10,10,9,10,f,1,0,1,0,0.32
40376618,Cosy Casa,Nice bars and restaurants at Mechelseplein,312094948,Tim,f,0,0,t,f,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,51.2113,4.40602,Entire apartment,Entire home/apt,2,,1 bath,,1,"[""Stove"", ""Fire extinguisher"", ""Oven"", ""Coffee maker"", ""Dishes and silverware"", ""Heating"", ""Hot water"", ""Microwave"", ""Smoke alarm"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Essentials""]",$68.00 ,1,1125,1,1,1125,1125,1,1125,t,0,0,0,0,16,13,0,93,10,9,10,10,10,9,t,1,1,0,0,1.23
40385598,"Modern renovated, fully furnished 2-bdrm apprtmnt",,264440567,Henry,f,7,7,t,f,,Amandus - Atheneum,51.22356,4.41831,Entire apartment,Entire home/apt,5,,2 baths,2,5,"[""Washer"", ""Kitchen"", ""Shampoo"", ""Smoke alarm"", ""First aid kit"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Carbon monoxide alarm"", ""Iron"", ""Dryer"", ""Hair dryer"", ""TV"", ""Heating"", ""Wifi""]",$100.00 ,21,1000,21,21,1000,1000,21,1000,t,1,1,1,1,0,0,0,,,,,,,,f,8,8,0,0,
40390493,Centrally located A-STAY Room - A-STAY Antwerp,"Located right next door to the beautiful Antwerp central station. Very close to busy shopping areas such as Meir, Keyserlei. Antwerp is Diamond city and you will be right in the middle of it all!",312210530,Nikolina,t,0,0,t,t,"Antwerpen, Vlaanderen, Belgium",Centraal Station,51.21453,4.42059,Room in aparthotel,Private room,2,,1 bath,1,2,"[""Lock on bedroom door"", ""TV"", ""Hot water"", ""Paid parking on premises"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Washer"", ""First aid kit"", ""Heating"", ""Luggage dropoff allowed"", ""Gym"", ""Indoor fireplace"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning"", ""Dryer"", ""Fire extinguisher"", ""Smoke alarm"", ""Building staff"", ""High chair"", ""Shampoo"", ""Children\u2019s books and toys""]",$69.00 ,1,365,1,1,1125,1125,1,1125,t,1,1,1,1,7,6,0,97,9,10,9,10,10,10,t,6,0,6,0,0.53
40392465,Centrally located A-STAY Room - A-STAY Antwerp,,312210530,Nikolina,t,0,0,t,t,,Centraal Station,51.21453,4.42059,Room in aparthotel,Private room,2,,1 private bath,1,2,"[""Lock on bedroom door"", ""TV"", ""Hot water"", ""Paid parking on premises"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Washer"", ""First aid kit"", ""Heating"", ""Luggage dropoff allowed"", ""Gym"", ""Indoor fireplace"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning"", ""Dryer"", ""Fire extinguisher"", ""Smoke alarm"", ""Building staff"", ""High chair"", ""Shampoo"", ""Children\u2019s books and toys""]",$69.00 ,1,365,1,1,1125,1125,1,1125,t,29,59,89,364,0,0,0,,,,,,,,t,6,0,6,0,
40396720,Kloosterloft,"gezellig appartement in de hippe en trendy buurt van antwerpen, gekend voor zijn antiek en modewinkels, vlakbij het gezellige zuid",278471162,Pascal,t,0,0,t,f,"Antwerpen, Vlaanderen, Belgium",Sint-Andries,51.21596,4.39491,Entire apartment,Entire home/apt,2,,1.5 baths,1,1,"[""Kitchen"", ""Shampoo"", ""Refrigerator"", ""Fire extinguisher"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""TV"", ""Microwave"", ""Heating"", ""Dishes and silverware"", ""Wifi"", ""First aid kit"", ""Stove"", ""Hot water"", ""Oven"", ""Bed linens"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Private entrance"", ""Coffee maker"", ""Patio or balcony"", ""Smoke alarm""]",$111.00 ,1,1125,1,1,1125,1125,1,1125,t,25,52,82,234,10,10,2,98,10,10,10,10,10,10,t,1,1,0,0,0.96
40401611,Ruim appartement in open loft stijl & privé terras,Centraal gelegen appartement.  Vlakbi,158666860,Valerie,f,1,1,t,f,"Antwerpen, Vlaanderen, Belgium",Linkeroever,51.21986,4.38194,Entire loft,Entire home/apt,4,,1.5 baths,2,3,"[""Hangers"", ""First aid kit"", ""Essentials"", ""Dishwasher"", ""Fire extinguisher"", ""Patio or balcony"", ""Smoke alarm"", ""Shampoo"", ""Bed linens"", ""Stove"", ""Free street parking"", ""Private entrance"", ""Dishes and silverware"", ""Room-darkening shades"", ""Kitchen"", ""Iron"", ""Shower gel"", ""Children\u2019s dinnerware"", ""Microwave"", ""Crib"", ""Coffee maker"", ""Pack \u2019n Play/travel crib"", ""Cable TV"", ""Hot water"", ""Dedicated workspace"", ""Refrigerator"", ""Oven"", ""Lockbox"", ""Children\u2019s books and toys"", ""Wifi"", ""Long term stays allowed"", ""Hair dryer"", ""High chair"", ""Heating"", ""TV"", ""Cooking basics""]",$99.00 ,2,30,2,2,1125,1125,2,1125,t,20,50,80,80,8,7,0,90,9,10,10,10,9,9,f,1,1,0,0,0.64
40411035,Marble Luxury Lodge Heart of Antwerp 4E,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,Elisabeth,f,70,70,t,t,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,51.21666,4.40811,Entire apartment,Entire home/apt,9,,2.5 baths,2,5,"[""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Shower gel"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Bed linens"", ""Coffee maker"", ""Host greets you"", ""First aid kit"", ""Heating"", ""Microwave"", ""Private entrance"", ""Pocket wifi"", ""Dishes and silverware"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Air conditioning"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo""]",$63.00 ,1,30,1,1,1125,1125,1,1125,t,10,40,70,330,68,65,0,89,9,8,9,9,9,9,t,32,32,0,0,5.3
40412786,Studio Heaven: in the heart of Antwerp!,"The studio is right in the city center and the shopping streets are just around the corner. It is a few meters from the OPERA tram stop and located in a quiet street. So you don't suffer from city noise. Bus, tram, metro and the station (Antwerp - Central) are less than 5 minutes away. There is a supermarket Delhaize, bakery, shopping center and organic shop nearby.",312508751,Hanne,f,0,0,t,f,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,51.21696,4.41168,Entire apartment,Entire home/apt,4,,1 bath,1,2,"[""Hangers"", ""Essentials"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""Bed linens"", ""Stove"", ""Dishes and silverware"", ""Kitchen"", ""Iron"", ""Shower gel"", ""Microwave"", ""Coffee maker"", ""Paid parking off premises"", ""Dedicated workspace"", ""Hot water"", ""Refrigerator"", ""Lockbox"", ""Oven"", ""Wifi"", ""Extra pillows and blankets"", ""Hair dryer"", ""Heating"", ""Cooking basics""]",$55.00 ,2,7,2,2,1125,1125,2,1125,t,0,0,0,180,4,4,0,90,10,10,10,10,10,10,t,1,1,0,0,0.66
40413795,Centrally located A-STAY Room - A-STAY Antwerp,,312210530,Nikolina,t,0,0,t,t,,Centraal Station,51.21453,4.42059,Room in aparthotel,Private room,2,,1 private bath,1,2,"[""Hangers"", ""Lock on bedroom door"", ""First aid kit"", ""Essentials"", ""Gym"", ""Fire extinguisher"", ""Smoke alarm"", ""Shampoo"", ""Paid parking on premises"", ""Dryer"", ""Kitchen"", ""Elevator"", ""Washer"", ""Luggage dropoff allowed"", ""Indoor fireplace"", ""Air conditioning"", ""Building staff"", ""Dedicated workspace"", ""Hot water"", ""Children\u2019s books and toys"", ""Wifi"", ""Long term stays allowed"", ""Hair dryer"", ""High chair"", ""Heating"", ""TV"", ""Cooking basics""]",$69.00 ,1,365,1,1,1125,1125,1,1125,t,0,0,0,0,0,0,0,,,,,,,,t,6,0,6,0,
40413837,Centrally located A-STAY Room- A-STAY Antwerp,,312210530,Nikolina,t,0,0,t,t,,Centraal Station,51.21453,4.42059,Room in aparthotel,Private room,2,,1 private bath,1,2,"[""Lock on bedroom door"", ""TV"", ""Hot water"", ""Hangers"", ""Paid parking on premises"", ""Dedicated workspace"", ""Hair dryer"", ""Cooking basics"", ""Essentials"", ""Washer"", ""First aid kit"", ""Heating"", ""Luggage dropoff allowed"", ""Gym"", ""Indoor fireplace"", ""Kitchen"", ""Elevator"", ""Wifi"", ""Long term stays allowed"", ""Air conditioning"", ""Fire extinguisher"", ""Dryer"", ""Smoke alarm"", ""Building staff"", ""High chair"", ""Shampoo"", ""Children\u2019s books and toys""]",$69.00 ,1,365,1,1,1125,1125,1,1125,t,29,59,89,364,3,3,0,67,5,7,5,7,7,7,t,6,0,6,0,0.25
40413840,Centrally located A-STAY Room - A-STAY Antwerp,,312210530,Nikolina,t,0,0,t,t,,Centraal Station,51.21453,4.42059,Room in aparthotel,Private room,2,,1 private bath,1,2,"[""Kitchen"", ""Shampoo"", ""Fire extinguisher"", ""Hangers"", ""Essentials"", ""Indoor fireplace"", ""Children\u2019s books and toys"", ""Gym"", ""TV"", ""Heating"", ""Building staff"", ""High chair"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""Smoke alarm"", ""First aid kit"", ""Elevator"", ""Hot water"", ""Lock on bedroom door"", ""Hair dryer"", ""Air conditioning"", ""Cooking basics"", ""Dedicated workspace""]",$69.00 ,1,365,1,1,1125,1125,1,1125,t,30,60,90,365,1,1,0,80,8,10,8,10,10,10,t,6,0,6,0,0.09
40414879,Centrally located A-STAY Room - A-STAY Antwerp,,312210530,Nikolina,t,0,0,t,t,,Centraal Station,51.21453,4.42059,Room in aparthotel,Private room,2,,1 private bath,1,2,"[""Kitchen"", ""Shampoo"", ""Fire extinguisher"", ""Garden or backyard"", ""Hangers"", ""Essentials"", ""Indoor fireplace"", ""Children\u2019s books and toys"", ""TV"", ""Heating"", ""Gym"", ""Building staff"", ""High chair"", ""Long term stays allowed"", ""Dryer"", ""Luggage dropoff allowed"", ""Wifi"", ""Washer"", ""First aid kit"", ""Elevator"", ""Hot water"", ""Lock on bedroom door"", ""Paid parking on premises"", ""Hair dryer"", ""Air conditioning"", ""Dedicated workspace"", ""Cooking basics"", ""Smoke alarm""]",$69.00 ,1,365,1,1,1125,1125,1,1125,t,29,59,89,360,6,6,0,100,10,10,9,10,10,10,t,6,0,6,0,0.51
40438979,Antwerp For Two Bed & Breakfast,"Our B&B is located in the center of the city between the MAS-museum and the historical center. At 500 meters you will find the Cathedral and the Grote Markt. Below 1km you will find MAS, Momu and Red Star Line Museum. You can go out shopping at de Meir, Nationalestraat, Kloosterstraat and Schuttershofstraat all in walking distance. Restaurants and bars are plenty available in the neighbourhood.",14525678,Stefan,f,1,1,t,t,"Antwerp, Flanders, Belgium",Historisch Centrum,51.21945,4.40246,Private room in bed and breakfast,Private room,2,,1 private bath,1,1,"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""TV"", ""Hot water"", ""Refrigerator"", ""Hangers"", ""Dedicated workspace"", ""Hair dryer"", ""Essentials"", ""Bed linens"", ""Coffee maker"", ""Patio or balcony"", ""Cable TV"", ""Heating"", ""Luggage dropoff allowed"", ""Private entrance"", ""Garden or backyard"", ""Dishes and silverware"", ""Breakfast"", ""Wifi"", ""Air conditioning"", ""Keypad"", ""Smoke alarm"", ""Paid parking off premises"", ""Shampoo""]",$114.00 ,1,99,1,1,99,99,1,99,t,30,60,90,365,0,0,0,,,,,,,,t,2,1,1,0,
